Gauss-Seidel	Jacobi	progonka
13.776041666666667851	13.489583333333333925	13.986928104575163445
25.590277777777775015	25.104166666666667851	25.947712418300653781
29.409722222222224985	28.871527777777778567	29.803921568627448124
22.957175925925923821	22.534722222222224985	23.267973856209149375
